,tweet
1034,"@SAfmRadio @AldrinSampear We are in danger about this covid 19 serious

And Anc leadership are getting richer and r… https://t.co/pLkNLWf7yi"
1035,@AustinAries As a fan of your matches. I hate to hear and see you post all this silliness about the Covid 19 virus… https://t.co/wiKCeqmIlu
1036,Will someone get a mask that fits Sir Alex? it's falling off him. I don't want him to get Covid FFS #fergie @itvracing
1037,@DrRumdev It's damn infuriating to see these covid idiots they feel suffocated in mask but what about healthcare wo… https://t.co/CQ3YMvnFLg
1038,Is anyone else who is vaccinated just kinda tuning out all the covid news now?  Still wearing my mask and taking pr… https://t.co/SfXos2lrf1
1039,@LouGarza86 The Brazilian COVID-19 variant P1 has made its way into America. Even vaccinated we still have to mask… https://t.co/iCq1f9fvLy
1040,"List of Most Stupid COVID restrictions 

👉 Wearing a mask when you are alone in your own car
👉 Night Curfews which… https://t.co/zrSYNa8DcE"
1041,"@Covid_CallOut Ok outside, not wearing masks sitting at table correct &amp; social distancing at the table correct. Eve… https://t.co/Lr6idn5lI9"
1042,@kurafatygyan A photo of Delhi Chief Minister Arvind Kejriwal putting on an anti-pollution mask on a school boy in… https://t.co/ojTKNasMp8
1043,this new Covid strain is showing increased number in children infant-10y/o. please try to mask your kids whenever you’re in public!
1044,"@skepticalzebra Hold on, more and more states are removing mask mandates and completely opening up..is that what we need for zero covid?"
1045,"@nytimes The U.S. has recorded 30,944,122 total Covid-19 diagnoses. The total on March 7 was 29,034,783. 

Mask up.… https://t.co/kLSVazLuUZ"
1046,"@nytimes The U.S. has recorded 30,944,122 total Covid-19 diagnoses. The total on March 7 was 29,034,783. 

Mask up.… https://t.co/7Oni4GgWYL"
1047,"I got my second shot on Tuesday, and had a miserable Wednesday.  I'm perfectly fine today.

I'm looking forward to… https://t.co/l2NV9sivw0"
1048,I can't wait to answer weather if I'm vaccinated or if I still wear a mask or if like Biden or Kamala or if I know… https://t.co/ltREgOUEaU
1049,@CaglarErtugrul just to say have some respect for all those millions of people in the world who died of COVID-19. T… https://t.co/K8Rmw82e3m
1050,@davenewworld_2 You would think that someone that medically cannot wear a mask would pick up their groceries (curb… https://t.co/1o5QVeo80O
1051,"Nonsense!

Dubious Anthony Fauci got vaccinated and continue to gallivant and rigmarole with quadruple nose masks.… https://t.co/DLuJr3DTK0"
1052,@mattxiv @MielleZealotes I'm definitely going to keep wearing a mask during cold and flu season post-COVID.
1053,"""COVID? What's COVID?""

Not a single mask in sight, despite only a quarter of US adults being vaccinated.

Do bette… https://t.co/uFsAm1f8ie"
1054,Sneaker mask No.180 is another unreleased piece. I had plans to photograph it (modeled) right around when COVID hit… https://t.co/m17wc82rxr
1055,Sign that we’re seeing an impending explosion of Covid cases. #remdesivir #toclizumab are in massive supply crunch.… https://t.co/nJbvOuNWMd
1056,"COVID has become a religion.
The vaccine passport is an icon.
The mask is a talisman.
Fauci is the pope."
1057,"@CourtneyHella I have a 7 yr old. We have been living a normal life since June. Soccer, dance, gymnastics, indoor t… https://t.co/zXUNCrAHDX"
1058,"I'm fully vaccinated, negative COVID test, and no research that says I can transmit COVID to others. So why should… https://t.co/maM6giuIFt"
1059,@dhananjay_munde Kerala CM got covid 19 even after vaccinated. So better to educate the importance of mask and hygi… https://t.co/XFo51mxhR9
1060,@mirchagalib @AdvaitaKala Anti bodies r there fight covid. Vaccination fights the disease. Mask can stop covid from infecting
1061,@LtGovHochulNY I’ve had COVID. I have the vaccine also. What scientific study says I should mask up?
1062,"This one instagram page that basically dictates how every teen in Toronto acts just posts anti-mask bs, shaming loc… https://t.co/YHHr7Y2UfH"
1063,DIY Face Mask with a Shemagh - How To Make a Covid Face Mask https://t.co/mefxUHFMMl via @YouTube
1064,Pima County will keep mask mandates in effect after Arizona's @GeneralBrnovich deemed that such mandates are “up to… https://t.co/ktwtJYP9wS
1065,"""A Des Moines man is facing a mandatory 10-year prison sentence after being accused of pulling down his COVID-19 fa… https://t.co/GFZXEo8gPI"
1066,@Justice4SSRajP @vishnu92rock @jkd18 Freedom of movement is individual freedom and govt did not and cannot relate i… https://t.co/d7QSZsyUQV
1067,@AartiTikoo Firstly the medicos are themselves not clear &amp; everyone fears being labelled a conspiracy theorist plus… https://t.co/ajzGN1Urtt
1068,@DailyMailUK Spain imposed a very strict lockdown and made masks mandatory (even outdoors). Despite this the number… https://t.co/nCUkxiBVuI
1069,"Not needed info, basically useless, nothing prevents covid 19, except mask, distancing, hand wash. https://t.co/oQE0xwMwFU"
1070,@BJP4India @narendramodi His own ministers are flouting covid protocols and top of the list is Amit shah who never… https://t.co/O6mUR9nOct
1071,@dcpbbsr @otvnews @odisha_police   Covid-19 no mask fine was taken by bhubaneswar police today from vendor with a r… https://t.co/8TNUNrO1D6
1072,@wolfblitzer @jaketapper @washingtonpost Let’s be clear. Biden is not spreading Covid. He never leans away from war… https://t.co/XIIsczkc4l
1073,@pixieskygoddess Actually I’ve been considering wearing a mask from now on during cold and flu season Not only did… https://t.co/ch5uPGy1hr
1074,@LaVineMVPszn “how did i get covid-19 i wore the mask this mask doesn’t help any bit🤬”
1075,@PMOIndia @narendramodi Using a mask alone is not enough to provide adequate protection against COVID-19. The gover… https://t.co/WyY28LA3Vw
1076,"As we get on our way for all to get vaccinated, it is heart wrenching to remember how many of our friends, family,… https://t.co/CvxZYYzBnX"
1077,@DrRobDavidson @washingtonpost @RandPaul Been diagnosing and treating plenty of vaccinated people with Covid becaus… https://t.co/jg3V82toaz
1078,"PRACTICE: THURSDAY APRIL 8 3:00-5:45 
Location: Osbourn High School

🦅REMINDERS 
✅Arrive on Time 3:00 pm⏰
✅Helmet a… https://t.co/qYxRGxGuqH"
1079,@MNUpNorthLakeG1 @nathanmhansen Hmm...I don't recall a lockdown for B117. I don't recall mask mandates for it eithe… https://t.co/FLyQjJJrOK
1080,Why are TX and AR showing low covid rates after dispensing with mask requirements. Testing. If you don't test you'r… https://t.co/oVY9D66fQ8
1081,@pixieskygoddess Just fine. Countries around the world have done so for decades. The incidences of other communicab… https://t.co/R89ewHxHON
1082,And yet idiots want to go all silly and still refuse to follow COVID safety guidelines. Because of these idiots we'… https://t.co/i05jmQIxcG
1083,@Obsessedabroad Covid isn’t as death sentence. Do you react that way towards the flu? Did you wear a mask before co… https://t.co/UJulH4oGpx
1084,"@anjanaomkashyap Election, election relly me covid nhi aata kya mam? 🤔 jb election relly without mask bhi jo chl rh… https://t.co/NbxYhAmP4G"
1085,@swishchee Pre Covid i would highly disagree but having to dick with faceid while wearing a mask is infuriating
1086,"I mean there is no problem honey frl.. It's a simple transaction, you keep on taking off your mask then covid is wa… https://t.co/Kh7e4s2jd1"
1087,@RailwaySeva Travelling in train https://t.co/8eg6YBzyJc this train 90% passengers are without mask.pls see the mat… https://t.co/VHma7e6plQ
1088,"When I checked NM's COVID vaccine portal via Blacklight, I only detected two ad trackers belonging to Alphabet, Inc… https://t.co/hjmjZGneEg"
1089,@wsfa12news With covid cases in Alabama dropping is there really a need for counties like Montgomery and Birmingham… https://t.co/udYXMZ97C2
1090,"yea , put our kids in more danger . We already have MORONS who wont wear a mask in public parks who are also free t… https://t.co/b7a96So7U5"
1091,@savswavylife Yes! I'm fully vaccinated and so is my hubby. It is a big relief for sure!I wish everyone would get i… https://t.co/9lw9rHmUGa
1092,Do you find that wearing a mask elevates your heart rate? Are you concerned about possibly having to wear two masks… https://t.co/XhhQOl6NKC
1093,"@GovHolcomb @StateHealthIN There's new variants of covid becoming evident, mask mandate should be put back in place… https://t.co/mTvSGOedcs"
1094,@cpbbsrctc @otvnews @odisha_police   Covid-19 no mask fine was taken by bhubaneswar police today from vendor with a… https://t.co/roGRQN17XI
1095,@ajeenkya_salvi @CMOMaharashtra @ZeeNews @AUThackeray @aajtak @PMOIndia @AmitShah My locality there is not an singl… https://t.co/RgU8s2nxeO
1096,"https://t.co/yglqSwsmOq

Watch me sit in a Cinema for 3hrs with a Covid mask for this one tho... 😤"
1097,"after this panama i’m still gonna use a mask out in public, but it’s to protect myself from the male gaze instead of COVID."
1098,@BadCOVID19Takes So how do you explain these symptoms to people who hadn’t been wearing a mask.  I believe Rita Wil… https://t.co/A5MC4PxvkI
1099,Today an awareness programma conducted by Gajwel Police at Ahmedipur  gram Panchayat on covid virus  spreads and  c… https://t.co/K4JKqgL5Hg
1100,I have been vaccinated and I will be wearing a mask in public going forward to prevent spread of covid going forwar… https://t.co/gSKqO8K4zB
1101,"By contrast, Colorado chose not to impose residency requirements.  ""No IDs or proof of residency, to avoid creating… https://t.co/KcZ2RQkV68"
1102,"Let's all - 
-Wear a mask, 
-Regularly Wash hands, 
-Practice social distancing,
to stay protected from COVID-19.… https://t.co/Q6yu8rukCT"
1103,#WilmDE residents should continue preventing the spread of COVID-19. Don't ease up on restrictions because vaccines… https://t.co/98pB1HfGaR
1104,@sandhyatweet271 @Bharath90909 @ronaldo_mb_dhf Only 5200+ cases only in Bangalore bro😂 takkuva na KA buses anni clo… https://t.co/dkzhKp7Hvh
1105,@LouGarza86 I haven’t had one cold since covid started I think it’s because I have been wearing a mask when I go in public
1106,@DeckDucks @worldtreeman Precisely.  I wouldn't know about Covid if I wasn't on Twatter.  The brainwashed are still… https://t.co/bjHgDyL6Je
1107,"😷
I’m 😎 with wearing my mask for as long as it takes to kick (COVID-19) right in it’s ass 👊🏽
Unfortunately some people not so much 😡"
1108,"The awake people already know that mask wearing and social distancing have absolutely no science behind them.

So n… https://t.co/3GBwTQCYQ7"
1109,@saralhernandez_ I told my kid she didn’t have to wear a mask for tennis practice today. It’s 84 degrees outside. S… https://t.co/NhxhpffAXt
1110,"Wearing a mask for the pollen and COVID &lt;&lt;&lt;&lt;&lt;&lt; 
😫🤦🏽‍♀️🙆🏽‍♀️"
1111,@blairenns @davidcbaker This was an embarrassing one as I was walking while listening to it and the other people on… https://t.co/7GD1Kc4VSS
1112,"One Potential Outcome The COVID 19 Pandemic One Potential Outcome The COVID 19 PandemicDateline : Queens County, Ne… https://t.co/2cZEMG0tAR"
1113,"GLC promotes many tools to stop #COVID19. Getting a COVID-19 #vaccine, wearing a mask, keeping distance, and washin… https://t.co/leEyVUqF0Y"
1114,"With the recent increase in Covid-19 cases, it is important now more than ever that we protect ourselves and each o… https://t.co/TCjvVlQsIC"
1115,The high-tech COVID smart face mask from Razer is officially going from prototype to product https://t.co/bnPp5NAs3T via @usatoday
1116,"Wear a mask that fits snugly. 
Stay at least 6 ft apart. 
Avoid crowds &amp; poorly ventilated spaces. 
Wash hands ofte… https://t.co/PHhAKxtJ5G"
1117,"With all due respect, those small businesses aren’t nearly as valuable as the over 18,000 lives lost in Georgia fro… https://t.co/oYuCs3piyl"
1118,"@FPWellman @ProfessorHeshSh In Germany, we have people comparing the anti-Covid measures with fascism. A 12 year ol… https://t.co/RoCsc2eVbT"
1119,"While you wear your face mask to protect yourself and others from the spread of COVID-19, make sure you protect you… https://t.co/UthnVFxHm1"
1120,"1. My daughter had her baby. When she got to the hosp they wanted to do a covid test. She refused.

They told her s… https://t.co/UJdMbCEv0w"
1121,"And a piece of covering you can get for free if you want.

That’s how COVID works except, all you have to do is bre… https://t.co/3pfyumuhIK"
1122,📢 TONIGHT ‼️We kick off ENTERTAINMENT WEEKLY SPRING FLING with the premiere of “The Dark Knight” Silent Headphone S… https://t.co/gRslaTg8yJ
1123,"People listen up.. This is not some just made up number.. The pace with which the numbers are rising, next could be… https://t.co/3LxcVuhm5r"
1124,"@harrywl21 It's really more about ""how can I make this pandemic where thousands of people died about me?"" Just be s… https://t.co/T1Cew8sJqO"
1125,"it’s a year after covid hit, I’m fully vaccinated, wear a mask everywhere, have lots of vaccinated friends...and th… https://t.co/aIjzuuhRCu"
1126,"My husband told me that his cousins in Hungary were mocking mask use &amp; people trying to avoid COVID. Like, they wer… https://t.co/4u41PuCk3h"
1127,"Hey guys,I had a bad cough for a month in January of 2020 that was probly covid and my lungs might be 0.00000001% d… https://t.co/7X5sr7kyVY"
1128,"@jeffhamilton33 @Transport_gc @CanBorder (2/2) As scientists work to understand COVID-19 immunity, we are focusing… https://t.co/LEdv0K04mS"
1129,"So excited to get my first COVID vaccine shot that I put my Packers mask on upside down!

We're only going to get b… https://t.co/EkVBur27DO"
1130,@VStewartNYC @martincarantano @TheLeoTerrell I got covid 19 wearing a mask.  Then I found out the truth about it.… https://t.co/pbSBcdqgpG
1131,A few minutes into the ride the driver takes his Covid mask off and starts talking that’s even I realized oh shit t… https://t.co/sRp9WUuCcW
1132,Texas covid cases went down as soon as the masks got taken off so the common denominator to sickness was the mask 🤔
1133,"As new, more-contagious coronavirus variants circulate, doctors say it’s important to improve the effectiveness of… https://t.co/TX7ibZENCy"
1134,@SassyMetisChick I'm incredibly miffed at America's continued epic failure response to Covid-19. If you care about… https://t.co/1pRVWyhYIW
1135,Covid 19 Fresh Air Purifier PM2.5 98% Efficiency N95 Anti Pollution Dust KN95 Face Mask https://t.co/SFDppCbHqM
1136,"I'm positive for the Covid antibodies. Let me tell you about my covid experience.

First off, I'm in NJ, with stric… https://t.co/p1chx3yGeP"
1137,2/ People who are fully vaccinated (2 weeks since final dose) can travel safely. If you take COVID-19 precautions w… https://t.co/6EV3ZGpNq2
1138,I swear everyone in my feed on Twitter takes COVID seriously but then I go on Facebook and like 97% of my feed is j… https://t.co/ABtwryrjA0
1139,Six deaths related to COVID-19 reported in Hidalgo County today along with 271 new cases. Mask 😷 up Mission! 🦠 https://t.co/91XOQKoAQm
1140,"Bandana Multifunctional Headwear Motorcycle Protection - https://t.co/IxgOcrJNPn

#coronavirus #covid #covid19… https://t.co/e1tPQfmDp8"
1141,"#rms
@Pharm2Farm_org
@GarethCave
Fantastic opportunity to get Some USA orders in!!
💥Mask will be needed even after… https://t.co/b5HJfxKXu1"
1142,@Satirical_Dhruv @Uppolice @dgpup @UTPolice No Guidelines for Covid-19? People are beaten up for not wearing mask &amp;… https://t.co/UotgshjQ9w
1143,"Please continue to wear a mask. Double up if possible. 

More Transmissible COVID Variant Now Dominant in the U.S.… https://t.co/WxNfNKA0Cu"
1144,@WhiteHouse45 @POTUS45 Check my man COVID mad COVID on the brain don’t you lot understand that the more you hype up… https://t.co/n8uXvafj0C
1145,@otvnews @odisha_police   Covid-19 no mask fine was taken by bhubaneswar police today from vendor with a receipt th… https://t.co/bMbCV1ACKK
1146,"Some people are wondering if COvId-19 is real 🤦‍♂️. If wearing a mask while driving alone is mandatory, then why no… https://t.co/0lfVnVeZ7m"
1147,@tlowdon Masks were just a get out of jail card for public officials. You got covid because you weren’t wearing a m… https://t.co/OSsRD3c6nO
1148,Utah continues to be a national embarrassment. Just two more days and @SpencerJCox will lift the mask mandate - eve… https://t.co/xPEoRBdUuf
1149,"@KatieCa95789269 @pixieskygoddess Think how it could be possible to know, from a survey, exactly how &amp; when someone… https://t.co/pRN1PgTzYy"
1150,"Miami Dolphins face mask.
#unique #amazing #facemask #facemasks #covid #covid19 #sports #fanatic #fans #miami… https://t.co/uK1D2iaBts"
1151,"@Swamy39 @nviswam @ArtiSharma001 @jagdishshetty COVID-19 PROTOCOL ARE INCOMPLETE, NEED REVIEWED E.G USE OF MASK; IF… https://t.co/4VIxm41UMa"
1152,"@varindersingh24 I've gotten vaccinated, and I still wear my mask. It just makes sense until we can bring cases and… https://t.co/pp3fHx6nZY"
1153,"@ErnieLies Mags, ""The covid was on the mask."""
1154,@COVIDNewsByMIB @ndmaindia @PMOIndia @MoHFW_INDIA @drharshvardhan @PrakashJavdekar @PIBHomeAffairs @PIB_India… https://t.co/1mCGnQnJYP
1155,@ChristynePolle @SassyFNP My home is exactly the same. But your not gonna make me believe that wearing a mask preve… https://t.co/YaLcfS4Yzt
1156,"@CDCgov 5 states have about 44% of ALL the US Covid cases, and 4 of them have mask mandates"
1157,@A_Lone_Mask @ShekharGupta You want me to start showing how central government kept saying India is among the best… https://t.co/bAcqWXn9u1
1158,@pophealthb @pixieskygoddess yes but where is proof that hundreds of thousands got covid because they wore ill fitt… https://t.co/y5UpSMi7B4
1159,"This Mananiye went to caste vote without mask 🤘
#MaskUp
""Kerala CM Pinarayi Vijayan tests positive for COVID-19""  https://t.co/0saaUlhF7n"
1160,"Exams in less than a fortnight

Residents and colleagues in close contact are positive

I tested negative a week ba… https://t.co/nwzK3Y7ZGK"
1161,"It is Thursday April 08, 2021, 10:18:01. Joe Biden has not instituted a national mask mandate as he promised.  In f… https://t.co/MXbm9DNYyP"
1162,"On a day when there were 1.25 lakh new COVID cases, Home Minister Shah held massive rallies in Howrah without a mas… https://t.co/AV81WohLAl"
1163,"@swarup58 Don’t be fool COVID-19 PROTOCOL ARE INCOMPLETE, NEED REVIEWED E.G USE OF MASK; IF MASK CAN STOP COVID-19… https://t.co/6sf59qQj1Z"
1164,"@eldiarioes @eldiarioescan Estupendo. Y si ademas seguimos la evidencia cientifica?
ECDC UE: 'In areas with communi… https://t.co/zSGhwAWRFs"
1165,@bourntoorun @GovMurphy So wearing a mask that doesn’t stop COVID is gonna feel better wearing now?.. how exactly i… https://t.co/HNV31YdLoZ
1166,@pledis_17 be sure to wear a mask when u go out thank u for the covid reminder kings
1167,"Mask Up Madhya Pradesh
Mask Up INDIA.
Peoples Shud be Volunteerly follows to Vaccinations FIRST policy &amp; COVID Stra… https://t.co/lJyytJ3vrM"
1168,This is insane.  He had the COVID vax and now is critically ill but is having to wear a mask?  This is pure insanit… https://t.co/ovjxW7Z3oV
1169,"Mask wearing in the community NOT a small or marginal effect on Covid-19 transmission rate

“We conclude that face… https://t.co/oPXFTW4w46"
1170,"Wear your mask guys..
Covid is not a joke
Stay safe stay healthy"
1171,@RunningDog18 All our technicians wear face masks and adhere to strict covid guidelines along with our internal saf… https://t.co/JEtfjys69y
1172,"@OMGno2trump @SchwRoark And, they all jumped the vaccine line while they told their base COVID is a hoax, don't wea… https://t.co/jzaxoNmlDU"
1173,'@Uber @Uber_Support  what is this nonsense? Mis-using Covid to collect facial rec data. How does this make any sen… https://t.co/DxigRHUOfB
1174,"@CDCgov @WHO so COVID is a ""pandemic"" but more people in a yr have died from TB and other diseases yet ""we have to… https://t.co/BghwLPiodf"
1175,"@PIB_India @aajtak @UnSubtleDesi 
Apropos this evenings blame game on aajtak for spread of COVID-19 the simple reas… https://t.co/e0mWNllw1W"
1176,Or you could go to work &amp; start funding public edu wi the budget instead of trying to fill it in w Covid relief mon… https://t.co/hITrHfjms8
1177,Researchers advise wearing masks to prevent COVID surge https://t.co/32JpPhklKy
1178,@Jimmy__Tacos Didn't even know we still had restrictions in Broward had to look it up. Main thing I run into is mas… https://t.co/HQxdC3ovEE
1179,PSA: These are NOT masks. They are covid ramps. You need to have a seal around your mouth/nose in order for a mask… https://t.co/7nOpa1RPpT
1180,@KismetandHope @hollowdumpling How on earth can any woman go out with a man who DOESN'T wear a mask because he's NOT scared of COVID.
1181,"@WineDoodles @ZFitz8 Husband has a cpap and the nose only mask. He wants to change to the full face one though, but… https://t.co/yggXqEUcet"
1182,"I don't trust #weathertech any farther than I can throw #MyPillow.

They have a nice new ad showing the diversity o… https://t.co/sBhUaCXDAf"
1183,"The latest COVID strand is undetectable, which why Fauci says you must have a mask. The strand is called, gullible."
1184,@deborahjrobert7 @JamesDelingpole @robinmonottibis The mask is the most effective piece of theatre to keep the fear… https://t.co/Sc5L2I9U11
1185,@ChristynePolle @SassyFNP That’s your argument as to why covid spread like wild fire but nothing else did. Really?… https://t.co/YRA1l9VY8J
1186,@Mortheous @soliddragonshay @ZubyMusic @ginacarano Can you explain how a mask doesn't work with an airborne virus?… https://t.co/XJ95I3lf3k
1187,"Pssst you #BlueAnon idiots 

because it was a scam by our government to spend trillions of US Tax payer dollars via… https://t.co/xx4UFf6F4P"
1188,"No mask no social distancing, seems like aajtak reporter @chitraaum is above all covid norms.@aajtak @IndiaToday.… https://t.co/AJ5fDcpm8F"
1189,"@ndtv Population of Delhi, 20 million, cases 6000. Aren't we overreacting? i bet after one year we will have covid… https://t.co/jzDapnFxsj"
1190,"COVID UPDATE: CM: Masks will no longer be required in any outside spaces, gyms or restaurants for patrons (only sin… https://t.co/GbwNCrzwpB"
1191,@Arzookazmi30 @Qamarcheema covid positive prime minister can take meeting than mask is very small
1192,Set up Twitter just to bring attention to PHBA’s policies of mask-wearing outside on public property. The commish o… https://t.co/TdI1owJ06I
1193,"My teacher got COVID last week, so even though I wore my mask and stayed on the opposite side of the room as her, I… https://t.co/Rq8SQBkeg8"
1194,@Nomatte88210124 @Ashikponnad @ShrrinG @RahulGandhi You can check how much data you are eating while using mobile (… https://t.co/o5dI21PY0J
1195,@NickAdamsinUSA Dr. Fauci is an expert.Early on Fauci didn't recommend mask because there was a shortage.If you wan… https://t.co/S37H76KNRS
1196,"Remember wear a mask ""for covid reasons"" https://t.co/3HasrFZ4gt https://t.co/BSJ3QPD9ux"
1197,if you have covid... and one person on your house doesn’t have it yet... why the FUCK are you walking around the ho… https://t.co/Fn2N3JbtN7
1198,"This is fun. 
This troll is sending me anti-mask, anti-lockdown charts and the quote in his bio is from one of my f… https://t.co/FvyPvSMXdN"
1199,"@naomirwolf The mask is the most effective piece of theatre to keep the fear of covid visible, thus keeping covid u… https://t.co/iA312hlFwE"
1200,"@oagwood Hey Oliver, got your COVID Field Marshals (CFMs) ready to kick out non mask-wearing observers of outside k… https://t.co/TXT9P3hqa8"
1201,"@IndianExpress Its Chhattisgarh, currently highly affected state by Covid and its really sad that nobody in the vid… https://t.co/Q9iR0Ky8DA"
1202,@AutoMatt_ic @Keggs719 @clevelanddotcom If you had covid a year ago it is plainly wrong and unethical to to travel… https://t.co/w2GA5ymsUf
1203,"if ur a mutual i will call you out on being not covid-safe🥰. and explain why it is bad. some quick tips:

1) dont t… https://t.co/x5j5Lm56bc"
1204,@sonicgenfan @MickleChrom @Inpu999 the six feet apart and mask mandate should stillbe enforced because what about a… https://t.co/QQVpydfbJT
1205,@pixieskygoddess I will wear a mask until COVID-19 is control
1206,Flatten the fourth wave: get vaccinated and wear a fucking mask. https://t.co/JR4xCxH3Jp please.
1207,Great question. I like to think I'd have helped no matter what but the lesson is probably to always keep a mask in… https://t.co/xEumsUvzqm
1208,"Open borders. No mask mandates. No quarantines. Refuse vaccine passports. Restrictions removed. 

Definitely not th… https://t.co/YCZlxw6vV6"
1209,"Heartening to see that despite the soaring Covid cases in India, the aviation sector remains less affected. Our onl… https://t.co/w4ffuUDsYT"
1210,@JanusBlinked Dude looks like he’s a cult follower. All his retweets are weird and strange. He’s anti vax anti mask… https://t.co/xoJwsE0AbL
1211,New research suggests that while Canadians feel COVID-19 will have negative consequences on mental health and the e… https://t.co/9tbBZ3TALJ
1212,2 weeks from today I'll be fully vaccinated. And tested negative for covid yesterday. I'm still wearing a mask and social distancing
1213,"@MunCorpGurugram
 @DC_Gurugram
 @cmohry
 @DaikinIndia
 During Covid Times Nidra Air conditioning based in Sohna Roa… https://t.co/xgArMEAsY0"
1214,"""Variants, youth COVID-19 cases, mask mandate discussed during BCPH community meeting"" via @dailycamera #boulder https://t.co/VLTnxyyvqa"
1215,@MunCorpGurugram @DC_Gurugram @cmohry @DaikinIndia During Covid Times Nidra Air conditioning based in Sohna Road (a… https://t.co/jir8A77cxd
1216,"Anti-vaxxers, the Alt-right and Covid-deniers should totally break off from society and form their own autonomous c… https://t.co/atBMD30vbU"
1217,@varindersingh24 I will be wearing a mask in public from now on - even when Covid is in our rear view mirror!
1218,@celiafscarlet You don't. Stand up and fight. The mask have never worked. They were not designed to stop Covid. They only want control.
1219,"We continue our Community during COVID series by featuring the extraordinary feat of Willing Hands!

They delivered… https://t.co/3gZ9DsB7qI"
1220,"This spring, don’t take a break from taking care!

Please continue to fight the spread of #COVID-19 and protect the… https://t.co/kmHMldWOLL"
1221,"@jkenney Texas COVID Cases Drop to Record Low Nearly Three Weeks After Mask Mandate Lifted. 
https://t.co/EcpyOdzzQZ"
1222,"@drkhuntia21 Wear mask and keep safe urself and society. As long as China exists, biological weapons will be used.… https://t.co/636MNwGD2O"
1223,The pandemic is not over and we still need to be diligent in our fight against COVID-19! ULLA is here to help you M… https://t.co/1Imv3U9dBx
1224,Everyone now just whants to stand up and say enough is enough and say we whant our Freedom back and the old Normal… https://t.co/uBrt6XgTog
1225,"@JamesMelville The mask is the most effective piece of theatre to keep the fear of covid visible, thus keeping covi… https://t.co/bXkYpxEuZY"
1226,@HamidRamsha btw doc this mask i heard is all 100% positive for fashion and 0% positive for protection against Covid uncle :D
1227,@GreedIgnored @AnnaAkana You don't see how ridiculous this sounds? If you can do ONE scene without a mask then you… https://t.co/nXZ3FmDzdp
1228,"@AmitShah Indeed it's a large gathering,,but what's about social distancing and mask and what's about covid protocal here.."
1229,@pixieskygoddess Do you trust your health to people who have never worn a mask and who have spread Covid all across… https://t.co/4hgpgjEhHB
1230,"Join Avenue 360's Southwest Houston clinic for a free, drive-thru food distribution. We are taking enhanced safety… https://t.co/b0ksk07hsf"
1231,"Meanwhile, more #COVID19 patients are already in line waiting for an ambulance to ferry them to the hospital for tr… https://t.co/XXPGkIwxue"
1232,Now when you're on a date you have to ask questions like are you anti mask/vax did you believe covid was real?
1233,@gurugaman @gurgaonpolice @mlkhattar traveling daily from Faridabad to Gurgaon bus number 119..people are not follo… https://t.co/WY8G1n7u5b
1234,"If you’re still fucking around not wearing your mask, my sisters best friend died this morning from covid and she was 34"
1235,@RepPeteStauber Remember when Pete voted against covid relief 4 times? Remember when Pete said he is against the infrastructure bill?
1236,I'm so ugly that i won't have any problem in wearing a mask after covid ends
1237,@Oye_nain yrrr ye waly mask he thk rehty surgical me to saans band hojata mera n95 masks are best for the covid rec… https://t.co/AQdVwWbXPq
1238,@EJAX27 The anxiety and depression could be connected to the lockdown. And the general feeling of helplessness and… https://t.co/Nb5wPykZB9
1239,@frankarmstrong2 @HealthFreedomIE Remember when we heard wear a mask to flatten the curve next  mandatory face mask… https://t.co/1CrhEy99dU
1240,Kentucky baseball player hilariously loses battle against his mask https://t.co/EpD75H6gVY https://t.co/LwHzr6tM6o
1241,@StephVigilCOS I double mask 😷😷 ... surrounded by covid idiots!
1242,"Covid cases are rising again. Please wear a mask, sanitize your hands, don’t sit in your car and attend rallies regularly. Stay safe 😊"
1243,"Covid is real. Mask up. Get vaccinated.

""you will go out and see a lack of social distancing, the lack of wearing… https://t.co/uZBa4bPDc6"
1244,+7000 COVID cases in Delhi. Please wear mask and take care of people around you. #COVID19
1245,"We are all living behind masks during COVID-19, so what is your favourite type of mask?

TAKE OUR MINI POLL!… https://t.co/BUfHWe9ZhO"
1246,"#France 
#Mask-free party at the Ministry 🥳🍾

Minister: “Just a moment of conviviality!“ 
Yes. That's what we've be… https://t.co/yjsk8WmgOV"
1247,We need to stay vigilant and maintain mask wearing and distancing. We’re too close to winning to do otherwise.… https://t.co/5kBJGlelCx
1248,"@covidtweets Whitmer is already prepping her victory lap ""Covid update"" two weeks from now, making sure to include… https://t.co/Lw6p9Za0hv"
1249,"Zero Covid is THE dumbest idea yet. More than triple masking, asymptomatic cases and spread, infected surfaces and… https://t.co/Di4Cr8bXKY"
1250,@chrrybobomb SAME but covid so I understand plus I’d rather not do an hour with a mask on but also I don’t wanna de… https://t.co/GuQZy4pgrL
1251,@ShekharGupta Not aware anybody declared victory over covid. In fact  PM was cautioning people to use mask and dist… https://t.co/GTrPAjCSH2
1252,Under-30s to be offered alternative to AstraZeneca vaccine amid blood clot probe https://t.co/vrH3PpxXnB https://t.co/4VW45VFV6k
1253,"Virginia University Windproof Covering Balaclavas - https://t.co/DNonwPgXWF

#coronavirus #covid #covid19 #face… https://t.co/sDeaRUmdPi"
1254,"""Since cotton loves water, it swells up in humid environments, and that makes it harder for particles to make their… https://t.co/ll4aajQg5y"
